",Brand,Car,Year,City,KMS,Fuel,Transmission,Price,Emi"
"809,Honda,WR-VS MT Petrol,2018,Delhi,67500.0,petrol,manual,538000.0,9161"
"810,Mahindra,XUV700AX 5 Diesel AT 7 STR,2023,Delhi,52000.0,diesel,automatic,1705000.0,29322"
"811,Maruti,S-CrossZeta,2021,Delhi,31500.0,petrol,manual,819000.0,13947"
"812,Hyundai,New Santro 1.1Sportz Executive CNG,2021,Delhi,76000.0,petrol+cng,manual,459000.0,7327"
"813,Honda,WR-VS MT Petrol,2017,Delhi,53000.0,petrol,manual,526000.0,8957"
"814,Hyundai,Elite i20Magna 1.2,2015,Delhi,55500.0,petrol,manual,403000.0,7335"
"815,Kia,SonetGTX Plus 1.0 DCT,2021,Delhi,40000.0,petrol,automatic,969999.9999999999,16518"
"816,Renault,TriberRXZ,2021,Delhi,46000.0,petrol,manual,531000.0,9042"
"817,Kia,SeltosGTX Plus DCT,2020,Delhi,79000.0,petrol,automatic,1114000.0,19158"
"818,Nissan,MagniteXL,2021,Delhi,100000.0,petrol,manual,467000.0,7952"
"819,Ford,EcoSportTitanium 1.5L Ti-VCT AT,2016,Delhi,39500.0,petrol,automatic,521000.0,8872"
"820,Tata,TiagoRevotron XZA AMT,2018,Delhi,92500.0,petrol,automatic,411000.00000000006,6999"
"821,Hyundai,VernaFluidic 1.6 VTVT SX,2013,Delhi,44500.0,petrol,manual,413999.99999999994,11159"
"822,Tata,NexonXM,2023,Delhi,28500.0,petrol,manual,750000.0,12772"
"823,Tata,AltrozXZA Plus (S),2023,Delhi,21500.0,petrol,automatic,827999.9999999999,14100"
"824,Tata,NexonXZ Petrol,2019,Delhi,45000.0,petrol,manual,623000.0,10609"
"825,Honda,WR-VVX MT Petrol,2018,Delhi,31000.0,petrol,manual,650000.0,11069"
"826,Honda,CityVX CVT,2015,Delhi,57000.0,petrol,automatic,583000.0,10612"
"827,Kia,SeltosGTX DCT,2019,Delhi,45500.0,petrol,automatic,1178000.0,20258"
"828,Toyota,Innova CrystaGX 2.4 AT 7 STR,2022,Delhi,51000.0,diesel,automatic,1928000.0,33159"
"829,Kia,SeltosX Line DCT,2022,Delhi,80000.0,petrol,automatic,1405000.0,24163"
"830,Tata,SafariXZ Plus Dark Edition,2023,Delhi,32500.0,diesel,manual,1876000.0000000002,32270"
"831,Tata,TiagoRevotron XT CNG,2022,Delhi,48500.0,petrol+cng,manual,548000.0,9332"
"832,Honda,Amaze1.2 S i-VTEC,2013,Delhi,87500.0,petrol,manual,264000.0,7116"
"833,Renault,KigerRXZ MT,2021,Delhi,59000.0,petrol,manual,576000.0,9808"
"834,Honda,Amaze1.2 V MT Petrol,2018,Delhi,64000.0,petrol,manual,508000.0,8650"
"835,Renault,Kwid1.0 RXT Opt,2020,Delhi,32500.0,petrol,manual,335000.0,5704"
"836,Kia,CarensPrestige Plus 1.4 Petrol MT 7 STR,2022,Delhi,30000.0,petrol,manual,1165000.0,20035"
"837,Hyundai,CretaSX+ SE,2017,Delhi,90500.0,petrol,manual,699000.0,11903"
"838,Toyota,GlanzaV,2020,Delhi,19500.0,petrol,manual,647000.0,11018"
"839,Tata,AltrozXZ 1.2 MT Dual tone,2020,Delhi,22500.0,petrol,manual,598000.0,10183"
"840,Nissan,MagniteXL,2022,Delhi,5500.0,petrol,manual,585000.0,9962"
"841,Renault,KigerRXT 1.0 Turbo MT,2021,Delhi,14500.0,petrol,manual,667000.0,11358"
"842,Tata,NexonXZ+ 1.2l LUX Petrol MT,2023,Delhi,12000.0,petrol,manual,977000.0,16637"
"843,Ford,EcoSportTrend 1.5L Ti-VCT,2016,Delhi,63500.0,petrol,manual,469000.00000000006,7986"
"844,Hyundai,AuraSX 1.2 Petrol,2021,Delhi,59000.0,petrol,manual,580000.0,9877"
"845,Maruti,IgnisDelta 1.2 MT,2019,Delhi,20000.0,petrol,manual,455000.0,7748"
"846,Maruti,XL6Alpha AT Petrol,2019,Delhi,35000.0,petrol,automatic,911999.9999999999,15530"
"847,Hyundai,Elite i20Sportz 1.2,2016,Delhi,85500.0,petrol,manual,438999.99999999994,7475"
"848,Honda,Amaze1.2 VX MT Petrol,2018,Delhi,69000.0,petrol,manual,542000.0,9229"
"849,Tata,NexonXZ Plus (O),2021,Delhi,88500.0,petrol,manual,772000.0,13146"
"850,Mahindra,TharLX 4 STR Hard Top Petrol MT 4WD,2022,Delhi,25000.0,petrol,manual,1233000.0,21205"
"851,Maruti,CiazZeta 1.4 AT,2017,Delhi,50000.0,petrol,automatic,649000.0,11052"
"852,Hyundai,Creta1.6 SX AT VTVT,2018,Delhi,47000.0,petrol,automatic,950000.0,16177"
"853,Maruti,RitzZXI,2014,Delhi,54000.0,petrol,manual,287000.0,5774"
"854,Hyundai,Elite i20Sportz 1.2,2017,Delhi,74000.0,petrol,manual,488000.0,8310"
"855,Hyundai,VenueSX 1.0 Turbo Dual Tone,2019,Delhi,30500.0,petrol,manual,759000.0,12925"
"856,Tata,TiagoXT,2021,Delhi,12000.0,petrol,manual,451000.0,7680"
"857,Hyundai,Elite i20Sportz 1.2,2015,Delhi,92500.0,petrol,manual,420000.0,7645"
"858,MG,Hector PlusSharp 1.5 DCT Petrol,2020,Delhi,78500.0,petrol,automatic,1283000.0,22064"
"859,Ford,EcoSportTitanium 1.5L Ti-VCT,2019,Delhi,78500.0,petrol,manual,648000.0,11035"
"860,Nissan,MagniteXV Premium Turbo CVT,2022,Delhi,19000.0,petrol,automatic,802000.0,13657"
"861,Honda,JazzSV Petrol,2016,Delhi,112500.0,petrol,manual,373000.0,5954"
"862,Maruti,XL6Alpha MT Petrol,2021,Delhi,55000.0,petrol,manual,919000.0,15650"
"863,Hyundai,Elite i20Sportz 1.2,2017,Delhi,75000.0,petrol,manual,487000.0,8293"
"864,Skoda,Rapid NewStyle Petrol,2017,Delhi,66000.0,petrol,manual,488999.99999999994,8327"
"865,Tata,AltrozXT 1.2,2022,Delhi,24500.0,petrol,manual,609000.0,10370"
"866,Kia,SonetGTX Plus 1.5,2022,Delhi,75500.0,diesel,manual,999000.0,17012"
"867,Hyundai,Creta1.6 SX OPT VTVT,2019,Delhi,84000.0,petrol,manual,869999.9999999999,14815"
"868,Honda,CityV Petrol,2022,Delhi,19500.0,petrol,manual,976000.0,16620"
"869,Skoda,Octavia1.8 TSI AT L K,2019,Delhi,76000.0,petrol,automatic,1368000.0,23527"
"870,Hyundai,Elite i20Asta 1.2 (O),2018,Delhi,51000.0,petrol,manual,575000.0,9791"
"871,Honda,CityVX CVT,2017,Delhi,80000.0,petrol,automatic,729000.0,12414"
"872,Kia,SeltosHTX D,2022,Delhi,48500.0,diesel,manual,1261000.0,21686"
"873,Hyundai,i20 Active1.2 S,2015,Delhi,41500.0,petrol,manual,408000.0,7426"
"874,Maruti,BalenoZeta 1.2 AT,2018,Delhi,107000.0,petrol,automatic,505999.99999999994,8616"
"875,Hyundai,VernaSX Opt IVT Petrol,2021,Delhi,53500.0,petrol,automatic,994999.9999999999,16944"
"876,Maruti,CiazVXi+,2015,Delhi,107500.0,petrol,manual,417000.0,7590"
"877,Tata,NexonXZ Plus,2021,Delhi,28500.0,petrol,manual,797000.0,13572"
"878,Maruti,Wagon R 1.2ZXi 1.2 AMT,2019,Delhi,31000.0,petrol,automatic,465000.00000000006,7918"
"879,Renault,DusterRXZ 1.5 Petrol MT,2021,Delhi,46000.0,petrol,manual,679000.0,11562"
"880,Maruti,CiazZeta 1.4 AT,2017,Delhi,52000.0,petrol,automatic,577000.0,9825"
"881,Tata,NexonXZ Plus,2020,Delhi,28500.0,petrol,manual,769000.0,13095"
"882,Honda,CR-V2.0 CVT Petrol,2019,Delhi,61000.0,petrol,automatic,1769000.0000000002,30422"
"883,Hyundai,VernaSX (O) 1.6 VTVT AT,2017,Delhi,62000.0,petrol,automatic,833000.0,14185"
"884,Hyundai,New i20Asta (O) 1.2 MT,2023,Delhi,26500.0,petrol,manual,825000.0,14049"
"885,Tata,PunchAccomplished MT,2022,Delhi,23500.0,petrol,manual,634000.0,10796"
"886,Maruti,BalenoAlpha 1.2,2015,Delhi,57000.0,petrol,manual,409000.0,7444"
"887,Maruti,BalenoDelta 1.2,2018,Delhi,15000.0,petrol,manual,530000.0,9025"
"888,Hyundai,VenueSX 1.0  Turbo iMT Dual Tone Sport,2021,Delhi,26500.0,petrol,manual,824000.0,14951"
"889,Hyundai,Elite i20Magna 1.2,2015,Delhi,114500.0,petrol,manual,365000.0,6643"
"890,Mahindra,TharLX 4 STR Hard Top Petrol AT 4WD,2022,Delhi,56500.0,petrol,automatic,1251000.0,21515"
"891,Tata,NexonXZ Plus,2021,Delhi,30000.0,petrol,manual,799000.0,13606"
"892,Maruti,Alto 800LXi,2017,Delhi,57500.0,petrol,manual,265000.0,4736"
"893,Kia,SeltosHTK Plus G,2021,Delhi,34000.0,petrol,manual,1041000.0,17897"
"894,Nissan,MagniteXV Premium Turbo CVT,2021,Delhi,31000.0,petrol,automatic,760000.0,12942"
"895,Ford,EcoSportTitanium 1.5L Ti-VCT,2016,Delhi,105000.0,petrol,manual,454000.0,7731"
"896,Tata,AltrozXZ Plus (S),2023,Delhi,25500.0,petrol,manual,759000.0,12925"
"897,Kia,SonetHTK Plus 1.0 iMT,2022,Delhi,21500.0,petrol,manual,847000.0000000001,14423"
"898,Kia,SonetHTX 1.5,2020,Delhi,47500.0,diesel,manual,772000.0,13146"
"899,Maruti,BalenoZeta 1.2,2016,Delhi,40000.0,petrol,manual,433000.0,7373"
"900,Hyundai,Elite i20Sportz 1.2,2017,Delhi,62500.0,petrol,manual,491000.0,8361"
"901,Kia,SonetHTX Plus 1.0 iMT,2022,Delhi,48500.0,petrol,manual,972000.0000000001,16552"
"902,Maruti,Wagon R 1.0VXI AMT,2018,Delhi,39500.0,petrol,automatic,380000.0,6791"
"903,Hyundai,VenueSX Plus 1.0 Turbo DCT,2019,Delhi,64500.0,petrol,automatic,797000.0,13572"
"904,Ford,EcoSportTitanium + 1.5L Ti-VCT AT,2019,Delhi,70000.0,petrol,automatic,750000.0,12772"
"905,Hyundai,Fluidic Verna 4S1.6 VTVT SX,2016,Delhi,50000.0,petrol,manual,528000.0,8991"
"906,Skoda,KushaqStyle 1.0L TSI MT,2021,Delhi,71000.0,petrol,manual,1028999.9999999999,18084"
"907,Honda,CityVX CVT Petrol,2020,Delhi,48000.0,petrol,automatic,984000.0,16756"
"908,Honda,CityVX CVT,2017,Delhi,59500.0,petrol,automatic,703000.0,11971"
"909,Hyundai,Creta1.6 SX Plus Petrol,2018,Delhi,93000.0,petrol,manual,747000.0,12720"
"910,MG,AstorSavvy CVT S Red,2022,Delhi,46000.0,petrol,automatic,1180000.0,20294"
"911,Ford,EcoSportTitanium Plus 1.5L Ti-VCT AT,2020,Delhi,84500.0,petrol,automatic,769000.0,13095"
"912,Kia,SeltosHTX IVT G,2019,Delhi,102500.0,petrol,automatic,992000.0,16893"
"913,MG,AstorSharp 1.5 CVT,2022,Delhi,57000.0,petrol,automatic,1121000.0,19279"
"914,Hyundai,CretaS Diesel,2021,Delhi,104500.0,diesel,manual,909000.0,15479"
"915,Honda,JazzV CVT,2015,Delhi,122000.0,petrol,automatic,390000.0,6655"
"916,Hyundai,Creta1.6 SX AT VTVT,2019,Delhi,51000.0,petrol,automatic,991000.0,16876"
"917,Hyundai,Creta1.6 SX AT VTVT,2019,Delhi,52500.0,petrol,automatic,994999.9999999999,16944"
"918,Hyundai,Creta1.6 SX Plus Petrol,2015,Delhi,48000.0,petrol,manual,645000.0,11740"
"919,Renault,KwidRXL,2020,Delhi,73500.0,petrol,manual,306000.0,5211"
"920,Hyundai,CretaSX OPT IVT Petrol,2021,Delhi,100500.0,petrol,automatic,1201000.0,20655"
"921,Honda,Amaze1.2 SX i-VTEC,2016,Delhi,41000.0,petrol,manual,413000.0,7033"
"922,Maruti,BalenoZeta Automatic,2019,Delhi,51000.0,petrol,automatic,595000.0,10132"
"923,Tata,HarrierXZA Plus,2020,Delhi,42500.0,diesel,automatic,1331000.0,22889"
"924,Kia,SeltosGTX Plus AT D,2021,Delhi,90000.0,diesel,automatic,1270000.0,21841"
"925,Honda,CityVX Petrol,2019,Delhi,17500.0,petrol,manual,841000.0,14321"
"926,Maruti,Wagon R 1.0VXI Petrol + CNG (Outside Fitted),2023,Delhi,40500.0,petrol+cng,manual,497000.0,8463"
"927,Skoda,KushaqAmbition 1.0L TSI MT,2022,Delhi,48000.0,petrol,manual,992000.0,16893"
"928,Hyundai,Creta1.6 SX AT VTVT,2019,Delhi,58000.0,petrol,automatic,974000.0,16586"
"929,Hyundai,Elite i20Asta 1.2,2018,Delhi,119500.0,petrol,manual,528000.0,8991"
"930,Tata,TigorRevotron XZ+ CNG,2022,Delhi,45000.0,petrol+cng,manual,658000.0,11205"
"931,Tata,TigorRevotron XZ+ CNG,2023,Delhi,49000.0,petrol+cng,manual,694000.0,11818"
"932,Kia,SonetHTX 1.0 iMT,2021,Delhi,79000.0,petrol,manual,791000.0,13470"
"933,Honda,CityVX CVT,2014,Delhi,122500.0,petrol,automatic,449000.0,9636"
"934,Hyundai,Elite i20Asta 1.2 (O),2015,Delhi,81000.0,petrol,manual,401999.99999999994,7317"
"935,Tata,NexonXZA Plus AMT S,2021,Delhi,31500.0,petrol,automatic,875000.0,14900"
"936,Honda,CityV,2016,Delhi,65000.0,petrol,manual,527000.0,8974"
"937,Honda,Amaze1.2 V MT Petrol,2019,Delhi,57000.0,petrol,manual,551000.0,9383"
"938,Hyundai,Elite i20Asta 1.2,2015,Delhi,62500.0,petrol,manual,469000.00000000006,8536"
"939,Hyundai,VenueSX 1.5 CRDI,2021,Delhi,63500.0,diesel,manual,808000.0,13759"
"940,Honda,CityZX CVT Petrol,2021,Delhi,44500.0,petrol,automatic,1145000.0,19691"
"941,Honda,Amaze1.2 VX i-VTEC,2013,Delhi,43000.0,petrol,manual,330000.0,8895"
"942,Hyundai,VenueSX Plus 1.0 Turbo DCT,2021,Delhi,98500.0,petrol,automatic,808000.0,13759"
"943,Hyundai,AlcazarSignature (O) 6 STR 1.5 Diesel AT,2022,Delhi,67000.0,diesel,automatic,1521000.0,27454"
"944,Honda,CityV 4th Gen,2017,Delhi,58500.0,petrol,manual,650000.0,11069"
"945,Ford,EcoSportSports Petrol,2021,Delhi,33500.0,petrol,manual,853999.9999999999,14543"
"946,Tata,PunchCreative AMT Dual Tone,2023,Delhi,8500.0,petrol,automatic,849000.0,14457"
"947,Maruti,CiazZeta Hybrid 1.5 AT,2019,Delhi,93500.0,petrol,automatic,640000.0,10898"
"948,Renault,KigerRXT (O) MT,2023,Delhi,19500.0,petrol,manual,656000.0,11171"
"949,Hyundai,Creta1.6 SX OPT VTVT,2018,Delhi,58000.0,petrol,manual,843000.0,14355"
"950,Hyundai,i10Magna 1.1 iRDE2,2014,Delhi,70000.0,petrol,manual,233000.0,5000"
"951,Hyundai,VernaSX (O)1.5 MPi,2021,Delhi,36000.0,petrol,manual,1087000.0,18693"
"952,Ford,EcoSportTitanium 1.5L Ti-VCT,2016,Delhi,67500.0,petrol,manual,449000.0,7646"
"953,Maruti,BrezzaZXI PLUS,2022,Delhi,22000.0,petrol,manual,1078000.0,18539"
"954,Hyundai,EonEra +,2016,Delhi,42500.0,petrol,manual,244000.0,3895"
"955,Honda,City1.5 S MT,2013,Delhi,56000.0,petrol,manual,323000.0,8706"
"956,Tata,PunchAccomplished Dazzle Pack MT,2021,Delhi,47500.0,petrol,manual,626000.0,10660"
"957,Maruti,S-CrossZeta,2021,Delhi,18500.0,petrol,manual,833000.0,14185"
"958,Hyundai,Creta1.6 SX Plus Petrol,2016,Delhi,51500.0,petrol,manual,669000.0,11392"
"959,Honda,AmazeVX CVT 1.2 Petrol,2023,Delhi,10500.0,petrol,automatic,852000.0,14509"
"960,Honda,Amaze1.2 S i-VTEC Opt,2018,Delhi,42500.0,petrol,manual,441000.0,7509"
"961,Kia,SonetGTX Plus 1.0 DCT,2021,Delhi,55500.0,petrol,automatic,1059000.0,18212"
"962,Hyundai,Verna1.6 VTVT SX (O) Petrol + CNG (Outside Fitted),2017,Delhi,47500.0,petrol+cng,manual,685000.0,11665"
"963,Hyundai,Elite i20Magna 1.2,2016,Delhi,56000.0,petrol,manual,403000.0,6862"
"964,Maruti,DzireVXi,2023,Delhi,29500.0,petrol,manual,661000.0,11256"
"965,Ford,EcoSportTitanium 1.5 Ti-VCT AT,2015,Delhi,82000.0,petrol,automatic,459999.99999999994,8373"
"966,Honda,CityV,2016,Delhi,35500.0,petrol,manual,554000.0,9434"
"967,Hyundai,New Santro 1.1Magna,2018,Delhi,36500.0,petrol,manual,358000.0,5715"
"968,Hyundai,CretaSX Petrol,2020,Delhi,93000.0,petrol,manual,959000.0,16331"
"969,Honda,JazzVX Petrol,2016,Delhi,77000.0,petrol,manual,408000.0,6513"
"970,Toyota,Corolla AltisJ(S) Petrol,2015,Delhi,83500.0,petrol,manual,531000.0,9665"
"971,Ford,EcoSportTitanium 1.0 Ecoboost,2014,Delhi,62500.0,petrol,manual,408000.0,8756"
"972,Ford,EcoSportTitanium 1.5L Ti-VCT,2017,Delhi,74500.0,petrol,manual,500000.0,8514"
"973,Hyundai,Grand i10Asta 1.2 Kappa VTVT,2017,Delhi,46000.0,petrol,manual,418000.0,7118"
"974,Mahindra,TharLX Hard Top Petrol AT,2022,Delhi,87000.0,petrol,automatic,1182000.0,20326"
"975,Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2019,Delhi,24500.0,petrol,manual,498000.00000000006,8480"
"976,Mahindra,TharLX Convertible Petrol AT,2022,Delhi,13000.0,petrol,automatic,1287000.0,22132"
"977,Honda,CityVX CVT,2015,Delhi,54500.0,petrol,automatic,593000.0,10794"
"978,Kia,SeltosAnniversary Edition,2021,Delhi,89000.0,petrol,manual,1025000.0,17625"
"979,Honda,CityS,2015,Delhi,71000.0,petrol,manual,430000.0,7827"
"980,Maruti,BalenoDelta,2022,Delhi,28000.0,petrol,manual,576000.0,9808"
"981,Hyundai,Creta1.6 SX Plus Petrol,2015,Delhi,39000.0,petrol,manual,619000.0,11267"
"982,Renault,KwidRXL,2020,Delhi,51000.0,petrol,manual,294000.0,5006"
"983,Hyundai,New i20Sportz 1.2 MT,2022,Delhi,40000.0,petrol,manual,656000.0,11171"
"984,Hyundai,VenueSX Plus 1.0 Turbo DCT,2019,Delhi,33000.0,petrol,automatic,849000.0,14457"
"985,Hyundai,i20 Active1.2 SX,2016,Delhi,55500.0,petrol,manual,430000.0,7322"
"986,Hyundai,Creta1.6 SX Plus Auto Petrol,2018,Delhi,54500.0,petrol,automatic,866000.0,14747"
"987,Maruti,CiazSigma 1.5,2022,Delhi,121000.0,petrol,manual,623000.0,10609"
"988,Maruti,DzireVXi,2018,Delhi,34500.0,petrol,manual,505000.0,8599"
"989,Kia,SeltosGTX,2019,Delhi,66500.0,petrol,manual,1040000.0,17880"
"990,Kia,SonetHTX Plus 1.0 iMT,2021,Delhi,50000.0,petrol,manual,902999.9999999999,15377"
"991,Maruti,Wagon R 1.0LXI CNG,2013,Delhi,50500.0,petrol+cng,manual,271000.0,7304"
"992,Maruti,SwiftLXI,2020,Delhi,25000.0,petrol,manual,474000.0,8071"
"993,Ford,EcoSportTrend 1.5L Ti-VCT,2019,Delhi,48500.0,petrol,manual,604000.0,10285"
"994,Volkswagen,PoloHighline1.2L (P),2017,Delhi,61000.0,petrol,manual,422000.0,6737"
"995,Mahindra,TharLX 4 STR Hard Top Petrol AT 4WD,2022,Delhi,16500.0,petrol,automatic,1361000.0,23407"
"996,Hyundai,Elite i20Sportz 1.2 (O),2015,Delhi,82000.0,petrol,manual,423000.00000000006,7699"
"997,Maruti,ErtigaVXI AT,2018,Delhi,19500.0,petrol,automatic,786000.0,13385"
"998,Hyundai,VernaSX (O) 1.0 Turbo DCT,2021,Delhi,65000.0,petrol,automatic,1069000.0,18391"
"999,Hyundai,Creta1.6 SX Plus Auto Petrol,2017,Delhi,64500.0,petrol,automatic,797000.0,13572"
"1000,Hyundai,VenueSX 1.0  Turbo,2022,Delhi,28000.0,petrol,manual,861999.9999999999,14679"
"1001,Maruti,SwiftZXI AMT,2018,Delhi,47500.0,petrol,automatic,563000.0,9587"
"1002,Ford,EcoSportTrend + 1.5L Ti-VCT AT,2018,Delhi,43500.0,petrol,automatic,644000.0,10966"
"1003,Renault,KigerRXZ Turbo CVT,2022,Delhi,39000.0,petrol,automatic,741000.0,12618"
"1004,Kia,SonetAnniversary Edition 1.0 DCT,2022,Delhi,39000.0,petrol,automatic,972000.0000000001,16552"
"1005,Maruti,FronxAlpha 1.0L Turbo MT,2023,Delhi,23500.0,petrol,manual,1039000.0,17863"
"1006,Hyundai,Elite i20Sportz 1.2,2016,Delhi,64500.0,petrol,manual,434000.0,7899"
"1007,Hyundai,Elite i20Asta 1.2,2017,Delhi,45500.0,petrol,manual,522000.0,8889"
"1008,Hyundai,Elite i20Sportz 1.2,2016,Delhi,109000.0,petrol,manual,404000.0,6879"
"1009,Hyundai,VernaSX (O) 1.5 CRDi,2021,Delhi,122000.0,diesel,manual,1003999.9999999999,17097"
"1010,Nissan,MicraXV CVT,2019,Delhi,81500.0,petrol,automatic,412000.0,6577"
"1011,Tata,NexonXMA,2020,Delhi,61500.0,petrol,automatic,633000.0,10779"
"1012,Honda,JazzV Petrol,2016,Delhi,100000.0,petrol,manual,399000.0,6370"
"1013,Honda,Amaze1.2 VX i-VTEC Petrol+CNG (Outside Fitted),2019,Delhi,67500.0,petrol+cng,manual,537000.0,9144"
"1014,Hyundai,Elite i20Sportz 1.2,2015,Delhi,35500.0,petrol,manual,459000.0,8354"
"1015,Mahindra,TharLX Hard Top Petrol AT,2021,Delhi,43500.0,petrol,automatic,1240000.0,21324"
"1016,Hyundai,VenueSX 1.0  Turbo iMT,2021,Delhi,30500.0,petrol,manual,811000.0,13810"
"1017,Maruti,XL6Alpha Plus AT Petrol,2023,Delhi,8500.0,petrol,automatic,1331000.0,22890"
"1018,Maruti,SwiftVXI,2022,Delhi,53500.0,petrol,manual,554000.0,9434"
"1019,Honda,CitySV,2014,Delhi,97500.0,petrol,manual,426999.99999999994,9164"
"1020,Honda,WR-VVX MT Petrol,2018,Delhi,32500.0,petrol,manual,646000.0,11001"
"1021,Honda,CitySV Petrol,2017,Delhi,21500.0,petrol,manual,654000.0,11137"
"1022,Maruti,CiazVXi+,2015,Delhi,51000.0,petrol,manual,461000.00000000006,8391"
"1023,Tata,TigorRevotron XZ+ CNG,2022,Delhi,30500.0,petrol+cng,manual,690000.0,11750"
"1024,Hyundai,Elite i20Magna 1.2,2015,Delhi,66500.0,petrol,manual,396000.0,7208"
"1025,Mahindra,TharLX 4 STR Convertible Diesel AT 4WD,2021,Delhi,27500.0,diesel,automatic,1329000.0,22855"
"1026,Hyundai,i20 Active1.2 SX,2016,Delhi,58500.0,petrol,manual,461000.00000000006,7850"
"1027,Maruti,BalenoAlpha 1.2,2016,Delhi,94000.0,petrol,manual,409999.99999999994,6982"
"1028,Hyundai,Elite i20Asta 1.2,2015,Delhi,41500.0,petrol,manual,453000.0,8245"
"1029,Maruti,BalenoAlpha,2019,Delhi,41500.0,petrol,manual,605000.0,10302"
"1030,Maruti,Wagon R 1.0LXI CNG,2021,Delhi,25500.0,petrol+cng,manual,524000.0,8923"
"1031,Maruti,Vitara BrezzaVXi,2021,Delhi,45000.0,petrol,manual,728000.0,12397"
"1032,Tata,Tiago NRGPetrol,2018,Delhi,81000.0,petrol,manual,405999.99999999994,6913"
"1033,Hyundai,CretaSX (O) AT Diesel,2022,Delhi,43500.0,diesel,automatic,1542000.0,26519"
"1034,Maruti,BalenoDelta 1.2,2018,Delhi,45500.0,petrol,manual,504000.0,8582"
"1035,Ford,EcoSportTitanium 1.5 Ti-VCT AT,2014,Delhi,72000.0,petrol,automatic,423000.00000000006,9078"
"1036,Maruti,BalenoAlpha MT,2022,Delhi,9000.0,petrol,manual,797000.0,13572"
"1037,Maruti,Wagon R 1.0LXI,2012,Delhi,18000.0,petrol,manual,218000.00000000003,8456"
"1038,Ford,EcoSportTitanium 1.5 Ti-VCT,2014,Delhi,71500.0,petrol,manual,400000.0,8799"
"1039,Maruti,BalenoZeta Automatic,2019,Delhi,69000.0,petrol,automatic,566000.0,9638"
"1040,Hyundai,Fluidic Verna 4S1.6 VTVT SX,2016,Delhi,53500.0,petrol,manual,524000.0,8923"
"1041,MG,Hector PlusSharp 1.5 DCT Petrol,2021,Delhi,32000.0,petrol,automatic,1373000.0,23619"
"1042,Renault,KwidRXL,2021,Delhi,14500.0,petrol,manual,369000.0,6283"
"1043,Volkswagen,PoloHighline1.2L (P),2013,Delhi,89000.0,petrol,manual,309000.0,7808"
"1044,Hyundai,VenueS+ 1.2,2022,Delhi,24500.0,petrol,manual,797000.0,13572"
"1045,Hyundai,Creta1.6 SX AT VTVT,2018,Delhi,83000.0,petrol,automatic,882000.0,15019"
"1046,Hyundai,Grand i10 NiosAsta AMT 1.2 Kappa VTVT,2022,Delhi,26500.0,petrol,automatic,680000.0,11580"
"1047,Maruti,SwiftVXI,2018,Delhi,119000.0,petrol,manual,441000.0,7509"
"1048,Maruti,S-CrossZeta AT,2020,Delhi,49500.0,petrol,automatic,806000.0,13725"
"1049,Hyundai,Grand i10Asta 1.2 Kappa VTVT (O),2016,Delhi,56500.0,petrol,manual,393000.0,6692"
"1050,Tata,TiagoRevotron XZ Plus,2021,Delhi,89500.0,petrol,manual,495000.0,8429"
"1051,Renault,KwidRXT 1.0 SCE Special,2018,Delhi,20000.0,petrol,manual,325000.0,5534"
"1052,Hyundai,Grand i10Asta 1.2 Kappa VTVT,2013,Delhi,88000.0,petrol,manual,277000.0,7466"
"1053,Volkswagen,PoloHighline1.2L (P),2013,Delhi,81500.0,petrol,manual,319000.0,8061"
"1054,Maruti,CelerioZXI Plus,2022,Delhi,12500.0,petrol,manual,532000.0,9059"
"1055,Hyundai,Tucson2WD MT Petrol,2017,Delhi,71000.0,petrol,manual,997000.0000000001,16978"
"1056,Hyundai,Elite i20Sportz 1.2,2016,Delhi,55000.0,petrol,manual,451000.0,7680"
"1057,Honda,Amaze1.2 VX (O),2015,Delhi,100500.0,petrol,manual,341000.0,6207"
"1058,Mahindra,TharLX 4 STR Hard Top Petrol AT 4WD,2021,Delhi,23000.0,petrol,automatic,1288000.0,22151"
"1059,Maruti,BalenoAlpha 1.2 AT,2018,Delhi,67500.0,petrol,automatic,585000.0,9962"
"1060,Maruti,Vitara BrezzaVXi,2022,Delhi,20500.0,petrol,manual,799000.0,13606"
"1061,Nissan,MagniteXL Turbo CVT,2021,Delhi,19000.0,petrol,automatic,695000.0,11835"
"1062,Maruti,ErtigaVxi,2012,Delhi,39000.0,petrol,manual,426999.99999999994,16240"
"1063,Honda,CityVX CVT,2016,Delhi,71500.0,petrol,automatic,628000.0,10694"
"1064,Maruti,CiazAlpha Hybrid 1.5,2019,Delhi,59000.0,petrol,manual,713000.0,12141"
"1065,Toyota,Urban Cruiser HyryderV Hybrid,2023,Delhi,34500.0,hybrid,automatic,1768000.0,30407"
"1066,Tata,NexonXM,2018,Delhi,55000.0,petrol,manual,534000.0,9093"
"1067,Hyundai,VenueSX Plus 1.0 Turbo DCT,2020,Delhi,97000.0,petrol,automatic,761000.0,12959"
"1068,Hyundai,VernaSX 1.6 VTVT,2018,Delhi,96000.0,petrol,manual,683000.0,11631"
"1069,Honda,Amaze1.2 VX i-VTEC,2015,Delhi,38500.0,petrol,manual,394000.0,7171"
"1070,Hyundai,Grand i10Magna 1.2 Kappa VTVT,2019,Delhi,25000.0,petrol,manual,408000.0,6948"
"1071,Tata,NexonXZ Plus,2021,Delhi,35500.0,petrol,manual,794000.0,13521"
